PG.Qvalue	PG.ProteinGroups	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.FastaFiles	PG.NrOfPrecursorsIdentified (Experiment-wide)	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.Quantity	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.Quantity	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.Quantity	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.Quantity	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.Quantity	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.Quantity	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.Quantity	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.Quantity	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.Quantity	[1] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S1.raw.PG.IBAQ	[2] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S2.raw.PG.IBAQ	[3] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S3.raw.PG.IBAQ	[4] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S4.raw.PG.IBAQ	[5] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S5.raw.PG.IBAQ	[6] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S6.raw.PG.IBAQ	[7] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S7.raw.PG.IBAQ	[8] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S8.raw.PG.IBAQ	[9] 20260130_MK_DONAU_RNOJO_noFAIMS_uPAC50_68min_2041_DIA_MS2_500ng_S9.raw.PG.IBAQ
1	B7GSW7_Decoy	B7GSW7	NaN	B7GSW7	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSW8	B7GSW8	Fructose-6-phosphate phosphoketolase	B7GSW8_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	187	22807462	31884718	23686670	29279490	21684444	30814808	775759,5625	160665,109375	584513,625	4056958,25	5403021	4590299	5415161	4220151	5508753,5	145539,594	51103,602	131813
1	B7GSW8_Decoy	B7GSW8	NaN	B7GSW8	NaN	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSW9	B7GSW9	GMP synthase [glutamine-hydrolyzing]	B7GSW9_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	38	233855,46875	280714,46875	242437,09375	262625,875	216793,671875	264902,6875	8477,40234375	1617,1171875	3894,189453125	91448,898	109158,898	96858,398	111754,398	83994,898	108337,398	1963,6	230,7	1504,1
1	B7GSW9_Decoy	B7GSW9	NaN	B7GSW9	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX0	B7GSX0	Acyltransferase 3	B7GSX0_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	3	5411,08544921875	10622,5888671875	7606,0986328125	9651,5146484375	7653,9365234375	10415,287109375	NaN	NaN	NaN	592,6	991,6	664	936,6	836,9	893,7	NaN	NaN	NaN
0	B7GSX1	B7GSX1	Ribose-phosphate pyrophosphokinase	B7GSX1_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	39	510123,09375	621500,6875	495946,46875	648184,8125	480518,8125	624598,3125	7513,6572265625	3867,383544921875	5139,96923828125	169651,797	197269,094	153067,094	215403,594	198839,094	219107,703	3625,7	1570,5	2928,2
1	B7GSX1_Decoy	B7GSX1	NaN	B7GSX1	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX2	B7GSX2	Bifunctional protein GlmU	GLMU_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	39	148820,09375	167852,859375	132762	145963,484375	140804,796875	156951,234375	4155,25439453125	NaN	2252,54248046875	93791,398	101924,102	81041	91598,797	80719,797	87612,5	534,5	NaN	201,9
1	B7GSX2_Decoy	B7GSX2	NaN	B7GSX2	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX3	B7GSX3	Ribosomal silencing factor RsfS	B7GSX3_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	6	101743,0546875	142740,859375	116040,546875	125037,2578125	94881,171875	130119,8203125	1630,97314453125	NaN	NaN	39187,102	63328,801	42727	47749,5	45133,398	51243,398	1139	NaN	726,7
1	B7GSX3_Decoy	B7GSX3	NaN	B7GSX3	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX4	B7GSX4	Phosphoglycerate mutase	B7GSX4_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	12	18320,33984375	21157,71875	15813,1337890625	21877,853515625	17878,197265625	23427,32421875	NaN	NaN	NaN	10140,5	13660,7	9117,3	13735,9	10105,3	13348,5	NaN	NaN	NaN
1	B7GSX4_Decoy	B7GSX4	NaN	B7GSX4	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX5	B7GSX5	Phosphate acetyltransferase	B7GSX5_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	49	390245,90625	447030,25	384839,28125	430858,9375	390251,59375	465022,125	12135,8564453125	NaN	12822,5908203125	110129,5	132181,406	114087,203	126509,602	117716,297	133061,797	2765,2	NaN	2134,9
1	B7GSX5_Decoy	B7GSX5	NaN	B7GSX5	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX6	B7GSX6	Acetate kinase	B7GSX6_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	88	4154159,5	5250379	4186405,5	5103393	4017580,25	5413224,5	114655,3359375	26011,173828125	88395,8515625	1551744,375	1814592,375	1501548,5	1756126	1423788,75	1837663,75	42097,301	13193,2	39272,602
1	B7GSX6_Decoy	B7GSX6	NaN	B7GSX6	NaN	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSX7	B7GSX7	3-phosphoshikimate 1-carboxyvinyltransferase	B7GSX7_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	11	15460,76953125	22136,369140625	20901,72265625	24149,626953125	19737,025390625	24036,615234375	NaN	NaN	NaN	3827,9	5190,6	4629	5572,6	4308,5	5411	NaN	NaN	NaN
0	B7GSY0	B7GSY0	ABC transporter ATPase	B7GSY0_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	12	38611,11328125	59151,79296875	52369,31640625	59830,21875	56144,2265625	61814,484375	NaN	NaN	NaN	15545,1	25191,1	23841,199	25831	25040,6	26616,301	NaN	NaN	NaN
0	B7GSY5	B7GSY5	Glycogen debranching enzyme GlgX	B7GSY5_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	23	39782,11328125	47757,8984375	39867,7578125	51279,70703125	47753,59765625	53517,0078125	NaN	NaN	NaN	5502,5	7646,2	6230,8	7956,1	6808,2	8192,5	NaN	NaN	NaN
1	B7GSY5_Decoy	B7GSY5	NaN	B7GSY5	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSY6	B7GSY6	NUDIX hydrolase	B7GSY6_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	8	8083,66357421875	15588,609375	12088,16015625	12533,6064453125	12344,0146484375	14571,66796875	NaN	NaN	NaN	2911	6639,6	5709,8	5979,4	5356,9	6467,5	NaN	NaN	NaN
1	B7GSY6_Decoy	B7GSY6	NaN	B7GSY6	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSY7	B7GSY7	GTP cyclohydrolase 1 type 2 homolog	B7GSY7_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	11	37080,05859375	43776,19921875	32613,701171875	46735,09375	36459,1328125	44963,96484375	NaN	3669,019775390625	1127,0074462890625	9367,9	12197,8	8247,3	12335,6	9082,1	12198	NaN	32,6	148,7
1	B7GSY7_Decoy	B7GSY7	NaN	B7GSY7	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSY8	B7GSY8	DNA polymerase I	B7GSY8_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	64	55658,44921875	78993,5703125	60685,1796875	72147,65625	60903,10546875	74048,5625	NaN	NaN	NaN	19435,699	27859,301	21533,801	25921,1	20885,4	25789,699	NaN	NaN	NaN
1	B7GSY8_Decoy	B7GSY8	NaN	B7GSY8	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSY9	B7GSY9	Response regulator receiver and ANTAR domain protein	B7GSY9_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	41	729199,4375	919825,75	852879,5	971551,375	774598,9375	1037634,4375	29749,396484375	9707,890625	21815,857421875	230686,797	281813,688	277171	292895,094	280362,594	341181,312	8897,2	2269	8848,5
1	B7GSY9_Decoy	B7GSY9	NaN	B7GSY9	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSZ0	B7GSZ0	Pyruvate kinase	B7GSZ0_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	119	7657750,5	10356179	8628576	10019816	7475025,5	10326886	164448,734375	43904,5078125	148036,140625	2284176,25	3160227,25	2460695	2999805	2417345	2940127	57421,699	16766,699	48075,199
1	B7GSZ0_Decoy	B7GSZ0	NaN	B7GSZ0	NaN	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,0036410621992514704	B7GSZ1	B7GSZ1	Integral membrane protein TerC	B7GSZ1_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	1	NaN	NaN	4315,96240234375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	287,7	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GSZ2	B7GSZ2	UvrABC system protein B	UVRB_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	23	38763,1328125	54426,8984375	49098,6640625	55346,63671875	45687,18359375	59593,0078125	NaN	NaN	NaN	5914	8190,7	8701,9	8916,1	7433,3	8784,4	NaN	5,7	NaN
1	B7GSZ2_Decoy	B7GSZ2	NaN	B7GSZ2	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,006129887342611001	B7GSZ3	B7GSZ3	Histidine kinase	B7GSZ3_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	4	2197,057861328125	2160,349609375	1853,983154296875	2051,995849609375	2063,891357421875	1949,4464111328125	NaN	NaN	NaN	320,6	378,8	363,7	356,9	673,6	447,7	NaN	NaN	NaN
0	B7GSZ4	B7GSZ4	Two component transcriptional regulator, LuxR family	B7GSZ4_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	4	9210,7880859375	10476,818359375	8579,1416015625	11766,4306640625	10380,1298828125	9218,2607421875	NaN	NaN	220,1437530517578	2537,9	3025,5	2412,1	3355,6	2949,3	2917,7	NaN	NaN	45,8
0,11928549430243301	B7GSZ7	B7GSZ7	ABC transporter related	B7GSZ7_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001610305958132045	B7GSZ8	B7GSZ8	Dephospho-CoA kinase	B7GSZ8_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	3	6718,9814453125	5105,4619140625	6536,1826171875	7852,2890625	6684,845703125	4523,1455078125	NaN	NaN	NaN	1871,2	1415	1803,2	2116,2	1802,5	1221	NaN	NaN	NaN
0	B7GSZ9	B7GSZ9	Small ribosomal subunit protein bS1	B7GSZ9_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	94	4434495,5	11238315	7670190	10568840	8906679	10879993	368044,8125	64625,6953125	318287,78125	1371263,75	1982942,75	1782365,75	1885473,75	1719883	1962661,75	58563,301	24870,801	52688,801
1	B7GSZ9_Decoy	B7GSZ9	NaN	B7GSZ9	NaN	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT00	B7GT00	Bifunctional protein FolD	FOLD_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	42	135704,609375	202375,96875	145495,21875	211234,515625	144484,984375	210038,671875	5269,60546875	NaN	5156,94921875	73132,398	113629,898	81048,797	102502,797	73977,297	114436,703	1016,2	NaN	731,5
1	B7GT00_Decoy	B7GT00	NaN	B7GT00	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT01	B7GT01	Periplasmic solute binding protein	B7GT01_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	12	46337,49609375	56072,85546875	46443,69921875	55741,22265625	50846,65625	60459,39453125	NaN	NaN	NaN	16370,2	21717,1	16871,5	21026,801	19658,5	22912,6	NaN	NaN	NaN
1	B7GT01_Decoy	B7GT01	NaN	B7GT01	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT02	B7GT02	ABC transporter related	B7GT02_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	12	29388,875	40484,58203125	30490,759765625	38810,51171875	37238,98046875	38955,33203125	14787,9287109375	NaN	NaN	11505,8	16685,301	15676,9	15775,7	15896,2	22396,801	397,2	NaN	64,3
1	B7GT02_Decoy	B7GT02	NaN	B7GT02	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT04	B7GT04	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ISPF_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	2	5835,84912109375	6121,71044921875	5780,9130859375	7384,73974609375	6003,18603515625	7371,12841796875	NaN	NaN	NaN	657,5	689,7	651,3	832	830,2	830,5	NaN	NaN	NaN
1	B7GT04_Decoy	B7GT04	NaN	B7GT04	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT05	B7GT05	Transcriptional regulator, CarD family	B7GT05_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	36	149219,484375	219380,953125	249794,234375	234249,640625	228336,203125	299916,875	13318,6708984375	3072,800537109375	6506,93017578125	89673,203	151065,094	138963,297	143650,5	121778,703	156231,5	12476,7	1099,2	2565,7
1	B7GT05_Decoy	B7GT05	NaN	B7GT05	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT06	B7GT06	1,4-alpha-glucan branching enzyme GlgB	B7GT06_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	51	191289,9375	274178,40625	201847,921875	257065,390625	215675,671875	266045,03125	7605,53564453125	NaN	8833,6337890625	31839,4	50451,898	38765,398	48302,199	38988,602	48452,5	917,7	NaN	846,1
1	B7GT06_Decoy	B7GT06	NaN	B7GT06	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT07	B7GT07	Two component transcriptional regulator, winged helix family	B7GT07_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	23	212880,5625	214433,109375	163434,25	178310,515625	151572,359375	195424,203125	6979,4482421875	NaN	NaN	57566,602	99867,797	78327,398	92672,297	74715,602	101810,898	2842,4	306	3911,6
1	B7GT07_Decoy	B7GT07	NaN	B7GT07	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT08	B7GT08	Sensor-like histidine kinase SenX3	B7GT08_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	11	20771,80859375	25100,0234375	23874,447265625	30275,708984375	24831,947265625	32392,734375	NaN	NaN	NaN	4869,5	9030,6	6118,3	7548,4	6025,8	8213,3	NaN	NaN	NaN
1	B7GT08_Decoy	B7GT08	NaN	B7GT08	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT11	B7GT11	phosphomannomutase	B7GT11_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	8	7523,3251953125	11340,5	7765,62060546875	9798,478515625	8014,2431640625	10558,07421875	NaN	NaN	NaN	2515,5	3393,2	2320,6	2999	2503,7	3388,9	NaN	NaN	NaN
1	B7GT11_Decoy	B7GT11	NaN	B7GT11	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT12	B7GT12	Peptidase	B7GT12_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	6	19279,658203125	18943,171875	17384,48828125	20775,234375	15559,189453125	21945,677734375	NaN	NaN	NaN	6248	7836,5	5228,3	7473,4	6024,4	7210,7	NaN	NaN	NaN
0,001610305958132045	B7GT13	B7GT13	Secreted protein	B7GT13_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	9	6012,81201171875	15960,236328125	16050,75	12996,09375	15019,40234375	18988,228515625	71391,4609375	NaN	89491,2265625	1009,6	3784,7	2677,8	2938,6	2697,3	3770,9	1263,8	NaN	1584,2
1	B7GT13_Decoy	B7GT13	NaN	B7GT13	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,005724869506650952	B7GT14	B7GT14	ABC transporter related	B7GT14_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	2	3800,71044921875	7325,92626953125	3782,03466796875	4758,75390625	4324,12939453125	6866,97509765625	NaN	NaN	NaN	472,1	1016,6	480,8	591,2	544,2	852,9	NaN	NaN	NaN
0,0024292903001908728	B7GT16	B7GT16	urease	B7GT16_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	4	4360,77392578125	2010,01123046875	6546,6240234375	3567,267333984375	4642,7900390625	3241,703369140625	NaN	NaN	NaN	1088,9	453,2	939,7	1060,2	872	1038,2	NaN	NaN	NaN
0	B7GT17	B7GT17	Urease subunit alpha	B7GT17_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	12	18247,19921875	19185,279296875	16251,1376953125	20630,373046875	11944,462890625	22261,951171875	NaN	NaN	NaN	5786,7	4215,8	4089,2	6215,6	3490,2	5007,3	NaN	NaN	NaN
1	B7GT17_Decoy	B7GT17	NaN	B7GT17	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT18	B7GT18	Urease accessory protein UreE	UREE_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	14	36445,05859375	39335,84765625	36048,19140625	38626,47265625	35311,984375	45216,4140625	NaN	NaN	NaN	11786,6	15173,7	13450,4	14686,3	13476,8	13697,8	NaN	NaN	NaN
1	B7GT18_Decoy	B7GT18	NaN	B7GT18	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,001774622892635315	B7GT19	B7GT19	Urease accessory protein UreF	B7GT19_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	2	3830,634521484375	4580,36083984375	4267,48046875	4501,49365234375	3882,972900390625	3572,0498046875	NaN	NaN	NaN	606,3	693,6	647,6	719,4	584,2	577,4	NaN	NaN	NaN
0	B7GT20	B7GT20	Urease accessory protein UreG	B7GT20_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	14	20410,568359375	31790,12109375	26785	32412,6640625	29671,388671875	33060,40625	NaN	NaN	NaN	10587,9	17931,6	15775	18951	16360,5	21216,9	NaN	NaN	NaN
1	B7GT20_Decoy	B7GT20	NaN	B7GT20	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0,007233563735733805	B7GT21	B7GT21	Urease accessory protein UreD	B7GT21_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	2	1435,604736328125	4032,958251953125	2954,975830078125	3627,037841796875	4688,47509765625	4521,6435546875	NaN	NaN	NaN	113,6	319,3	293	287,1	371,2	447,1	NaN	NaN	NaN
0	B7GT22	B7GT22	ferredoxin--NADP(+) reductase	B7GT22_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	41	225000,59375	255236,90625	213887,125	275980,71875	230637,25	291175,65625	3368,862548828125	NaN	2914,5234375	82169,5	88719,398	88124,797	111009,602	89803,898	114172,797	1125,5	NaN	442
1	B7GT22_Decoy	B7GT22	NaN	B7GT22	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT23	B7GT23	Protease HtpX homolog	B7GT23_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	16	22435,33984375	19680,466796875	20792,337890625	24917,138671875	24356,99609375	29138,56640625	NaN	NaN	NaN	7094,2	7423,5	9465,9	11600,5	10520,1	12698,1	NaN	NaN	NaN
1	B7GT23_Decoy	B7GT23	NaN	B7GT23	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT25	B7GT25	Uracil-DNA glycosylase superfamily	B7GT25_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	5	13849,529296875	14203,296875	12938,216796875	20270,603515625	13580,4541015625	20220,083984375	NaN	NaN	NaN	3581,5	4205,8	3610,5	5808,2	4153,2	6028,2	NaN	NaN	NaN
0	B7GT26	B7GT26	Fructose-bisphosphate aldolase	B7GT26_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	25	49761,23828125	71698,9375	53131,2734375	59154,015625	53867,46875	64674,55859375	NaN	NaN	NaN	9543,6	16830,199	12855,3	14606,6	10387,4	15954,4	NaN	NaN	NaN
1	B7GT26_Decoy	B7GT26	NaN	B7GT26	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT29	B7GT29	Adenylosuccinate synthetase	PURA_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	45	433468,59375	532612,9375	432300,75	542736,5	453929,65625	590050,125	13936,009765625	NaN	13582,1728515625	97574,898	138687,906	107676,102	126507,898	111541,398	130624,398	3516	990	3752,7
1	B7GT29_Decoy	B7GT29	NaN	B7GT29	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT31	B7GT31	Fluoride-specific ion channel FluC	B7GT31_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	2	1430,6690673828125	4610,3896484375	2596,546630859375	4361,732421875	2762,483154296875	3910,69482421875	NaN	NaN	NaN	283,9	1016,3	520,2	861,5	546,3	788,3	NaN	NaN	NaN
0	B7GT33	B7GT33	Regulatory protein, LacI	B7GT33_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	9	20162,630859375	17883,099609375	19388,537109375	20481,701171875	18644,8203125	19110,00390625	NaN	NaN	NaN	4086,5	4300,7	4415,4	4773	4003,6	4518,9	NaN	NaN	NaN
1	B7GT33_Decoy	B7GT33	NaN	B7GT33	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0	B7GT34	B7GT34	Sucrose phosphorylase	B7GT34_BIFLS	uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01	12	23204,736328125	37831,31640625	35136,42578125	31459,048828125	32184,013671875	40786,66796875	30380,34765625	NaN	15610,236328125	5973,1	8576,8	8299,1	5348,9	4760,2	5994,5	2719,8	NaN	3033,1
1	B7GT34_Decoy	B7GT34	NaN	B7GT34	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
